servlets.FullTextSearch.doGet [594120637,257645038]
19-Mar-2017 21:23:20.496 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1443457,1215207]
19-Mar-2017 21:23:20.538 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1398671,1197228]
19-Mar-2017 21:23:20.582 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [834848,675312]
19-Mar-2017 21:23:20.626 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1379125,1179515]
19-Mar-2017 21:23:20.672 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [744241,562864]
19-Mar-2017 21:23:20.715 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1462922,1258009]
19-Mar-2017 21:23:20.760 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [819799,649254]
19-Mar-2017 21:23:20.801 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [839765,668294]
19-Mar-2017 21:23:20.842 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [790255,590661]
19-Mar-2017 21:23:20.884 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1421331,1213211]
19-Mar-2017 21:23:20.929 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2357080,2110681]
19-Mar-2017 21:23:20.971 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1396573,1153578]
19-Mar-2017 21:23:21.057 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [823426,647422]
19-Mar-2017 21:23:21.099 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1431355,1230635]
19-Mar-2017 21:23:21.144 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1443772,1224844]
19-Mar-2017 21:23:21.185 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1380360,1183665]
19-Mar-2017 21:23:21.231 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1454412,1245504]
19-Mar-2017 21:23:21.274 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1450176,1227309]
19-Mar-2017 21:23:21.316 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [921822,749000]
19-Mar-2017 21:23:21.357 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1424204,1216486]
19-Mar-2017 21:23:21.399 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1253363,1068639]
19-Mar-2017 21:23:21.441 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1342904,1144648]
19-Mar-2017 21:23:21.482 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [811727,641731]
19-Mar-2017 21:23:21.524 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1517597,1306540]
19-Mar-2017 21:23:21.567 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1386304,1163723]
19-Mar-2017 21:23:21.608 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1337686,1141082]
19-Mar-2017 21:23:21.652 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1484219,1262318]
19-Mar-2017 21:23:21.696 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [763878,593469]
19-Mar-2017 21:23:21.738 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1410178,1215601]
19-Mar-2017 21:23:21.785 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2453024,2214104]
19-Mar-2017 21:23:21.829 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1287996,1076263]
19-Mar-2017 21:23:21.870 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1393886,1182387]
19-Mar-2017 21:23:21.913 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [780517,612940]
19-Mar-2017 21:23:21.957 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1462858,1256029]
19-Mar-2017 21:23:21.999 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2291617,2050595]
19-Mar-2017 21:23:22.041 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [917644,743606]
19-Mar-2017 21:23:22.085 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1370356,1157707]
19-Mar-2017 21:23:22.128 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1400135,1181666]
19-Mar-2017 21:23:22.170 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [784894,629238]
19-Mar-2017 21:23:22.221 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1469890,1247170]
19-Mar-2017 21:23:22.263 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1371592,1121149]
19-Mar-2017 21:23:22.305 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [907258,705871]
19-Mar-2017 21:23:22.347 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1394328,1191495]
19-Mar-2017 21:23:22.395 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1460618,1270605]
19-Mar-2017 21:23:22.436 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1432522,1221337]
19-Mar-2017 21:23:22.484 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1610399,1358232]
19-Mar-2017 21:23:22.531 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [2029404,1737608]
19-Mar-2017 21:23:22.574 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1507713,1291281]
19-Mar-2017 21:23:22.617 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1899324,1665341]
19-Mar-2017 21:23:22.660 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1394887,1159044]
19-Mar-2017 21:23:22.702 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [840333,672087]
19-Mar-2017 21:23:22.744 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1417358,1207560]
19-Mar-2017 21:23:22.784 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [775224,607760]
19-Mar-2017 21:23:22.829 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1354577,1155393]
19-Mar-2017 21:23:22.871 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [931368,754693]
19-Mar-2017 21:23:22.916 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1470702,1253625]
19-Mar-2017 21:23:22.958 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [932058,739402]
19-Mar-2017 21:23:23.006 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [786486,613090]
19-Mar-2017 21:23:23.093 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2967617,1440465]
19-Mar-2017 21:23:23.139 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2047038,1802970]
19-Mar-2017 21:23:23.184 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [963292,772677]
19-Mar-2017 21:23:23.226 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1453669,1246483]
19-Mar-2017 21:23:23.269 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [862813,671541]
19-Mar-2017 21:23:23.310 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1414895,1212722]
19-Mar-2017 21:23:23.360 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [867176,668751]
19-Mar-2017 21:23:23.402 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1518847,1297647]
19-Mar-2017 21:23:23.445 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2257142,2024408]
19-Mar-2017 21:23:23.489 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1502116,1290387]
19-Mar-2017 21:23:23.532 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [2577584,2338540]
19-Mar-2017 21:23:23.575 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1476056,1266751]
19-Mar-2017 21:23:23.617 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [879906,696294]
19-Mar-2017 21:23:23.657 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [839348,655372]
19-Mar-2017 21:23:23.709 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [806002,631385]
19-Mar-2017 21:23:23.757 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1563295,1324697]
19-Mar-2017 21:23:23.799 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1537335,1238465]
19-Mar-2017 21:23:23.841 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1908936,1670112]
19-Mar-2017 21:23:23.883 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1279897,1066220]
19-Mar-2017 21:23:23.927 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1388921,1184779]
19-Mar-2017 21:23:23.971 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [891792,709280]
19-Mar-2017 21:23:24.013 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1317558,1116028]
19-Mar-2017 21:23:24.055 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1364389,1153972]
19-Mar-2017 21:23:24.097 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1381872,1166949]
19-Mar-2017 21:23:24.140 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1874596,1654056]
19-Mar-2017 21:23:24.182 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [695497,524435]
19-Mar-2017 21:23:24.225 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [920217,744414]
19-Mar-2017 21:23:24.267 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1372281,1170535]
19-Mar-2017 21:23:24.318 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1978981,1752971]
19-Mar-2017 21:23:24.365 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1514531,1268382]
19-Mar-2017 21:23:24.408 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1334831,1119506]
19-Mar-2017 21:23:24.450 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [812771,640665]
19-Mar-2017 21:23:24.491 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1436546,1221724]
19-Mar-2017 21:23:24.532 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1463903,1251207]
19-Mar-2017 21:23:24.577 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [801889,621743]
19-Mar-2017 21:23:24.618 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [770324,601720]
19-Mar-2017 21:23:24.660 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1366422,1165234]
19-Mar-2017 21:23:24.702 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1436043,1225179]
19-Mar-2017 21:23:24.743 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [810018,614731]
19-Mar-2017 21:23:24.784 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1545297,1332797]
19-Mar-2017 21:23:24.827 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1417797,1216353]
19-Mar-2017 21:23:24.870 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1914672,1687035]
19-Mar-2017 21:23:24.912 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [787943,598779]
19-Mar-2017 21:23:24.953 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [800802,614539]
19-Mar-2017 21:23:24.997 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1968660,1724183]
19-Mar-2017 21:23:25.042 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1525481,1296332]
19-Mar-2017 21:23:25.144 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [806745,639128]
19-Mar-2017 21:23:25.186 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [753393,590296]
19-Mar-2017 21:23:25.229 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [891199,704345]
19-Mar-2017 21:23:25.272 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1554375,1336950]
19-Mar-2017 21:23:25.319 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [3506348,1176126]
19-Mar-2017 21:23:25.362 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1661511,1356711]
19-Mar-2017 21:23:25.408 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [915796,711500]
19-Mar-2017 21:23:25.458 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1579706,1347672]
19-Mar-2017 21:23:25.503 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1462362,1249181]
19-Mar-2017 21:23:25.547 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1418062,1195361]
19-Mar-2017 21:23:25.589 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1811582,1610199]
19-Mar-2017 21:23:25.630 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1369865,1156056]
19-Mar-2017 21:23:25.671 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1363712,1178740]
19-Mar-2017 21:23:25.713 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1720179,1511526]
19-Mar-2017 21:23:25.757 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1826610,1595761]
19-Mar-2017 21:23:25.800 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1497246,1278414]
19-Mar-2017 21:23:25.847 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1367390,1137606]
19-Mar-2017 21:23:25.889 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [806037,634682]
19-Mar-2017 21:23:25.930 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1379879,1153445]
19-Mar-2017 21:23:25.971 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [798798,618680]
19-Mar-2017 21:23:26.014 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [813869,641399]
19-Mar-2017 21:23:26.056 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1474884,1261353]
19-Mar-2017 21:23:26.104 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1419995,1210225]
19-Mar-2017 21:23:26.205 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1672821,1317571]
19-Mar-2017 21:23:26.308 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1370180,1162038]
19-Mar-2017 21:23:26.415 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [787007,617596]
19-Mar-2017 21:23:26.515 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [805988,624744]
19-Mar-2017 21:23:26.558 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1365994,1172532]
19-Mar-2017 21:23:26.600 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1373244,1141196]
19-Mar-2017 21:23:26.645 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [880169,706093]
19-Mar-2017 21:23:26.687 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1380789,1180758]
19-Mar-2017 21:23:26.732 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1408922,1186189]
19-Mar-2017 21:23:26.774 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [651607,484548]
19-Mar-2017 21:23:26.816 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [766653,597085]
19-Mar-2017 21:23:26.859 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [761266,613189]
19-Mar-2017 21:23:26.903 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [788769,608752]
19-Mar-2017 21:23:26.946 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1862004,1629180]
19-Mar-2017 21:23:26.988 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [904399,723718]
19-Mar-2017 21:23:27.032 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1784894,1557490]
19-Mar-2017 21:23:27.079 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [2227660,1971028]
19-Mar-2017 21:23:27.167 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2450689,1643842]
19-Mar-2017 21:23:27.211 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1482765,1272567]
19-Mar-2017 21:23:27.256 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1384559,1178262]
19-Mar-2017 21:23:27.298 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1364957,1146576]
19-Mar-2017 21:23:27.355 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [845712,681632]
19-Mar-2017 21:23:27.396 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [778479,610540]
19-Mar-2017 21:23:27.438 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1819811,1598090]
19-Mar-2017 21:23:27.482 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [762604,590178]
19-Mar-2017 21:23:27.523 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [734444,563357]
19-Mar-2017 21:23:27.564 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [828327,675040]
19-Mar-2017 21:23:27.611 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [2353235,2100383]
19-Mar-2017 21:23:27.654 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1454642,1246363]
19-Mar-2017 21:23:27.703 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1527229,1315557]
19-Mar-2017 21:23:27.745 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1387673,1131855]
19-Mar-2017 21:23:27.787 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1304108,1078981]
19-Mar-2017 21:23:27.839 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1438155,1201192]
19-Mar-2017 21:23:27.881 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1525797,1304333]
19-Mar-2017 21:23:27.927 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1502444,1254467]
19-Mar-2017 21:23:27.970 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1570014,1364214]
19-Mar-2017 21:23:28.015 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1490689,1251718]
19-Mar-2017 21:23:28.058 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1371031,1150577]
19-Mar-2017 21:23:28.101 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [882310,697289]
19-Mar-2017 21:23:28.154 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1368431,1168944]
19-Mar-2017 21:23:28.197 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1356715,1149898]
19-Mar-2017 21:23:28.242 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1419825,1206992]
19-Mar-2017 21:23:28.295 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1412085,1186572]
19-Mar-2017 21:23:28.336 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [776030,618423]
19-Mar-2017 21:23:28.378 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [755919,582663]
19-Mar-2017 21:23:28.423 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1445015,1218323]
19-Mar-2017 21:23:28.465 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [757332,586569]
19-Mar-2017 21:23:28.507 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1454277,1247165]
19-Mar-2017 21:23:28.548 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [809527,637923]
19-Mar-2017 21:23:28.590 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [941153,769852]
19-Mar-2017 21:23:28.632 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [878964,708328]
19-Mar-2017 21:23:28.674 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [909788,727788]
19-Mar-2017 21:23:28.718 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1374339,1170207]
19-Mar-2017 21:23:28.760 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1510425,1266171]
19-Mar-2017 21:23:28.802 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [827592,626507]
19-Mar-2017 21:23:28.845 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1327282,1107131]
19-Mar-2017 21:23:28.886 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [813064,647263]
19-Mar-2017 21:23:28.939 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [890040,683593]
19-Mar-2017 21:23:28.984 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1453920,1243153]
19-Mar-2017 21:23:29.026 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1283608,1084922]
19-Mar-2017 21:23:29.069 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1259534,1067870]
19-Mar-2017 21:23:29.112 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1391640,1186987]
19-Mar-2017 21:23:29.194 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [1552979,1333725]
19-Mar-2017 21:23:29.242 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1466761,1234839]
19-Mar-2017 21:23:29.285 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1365961,1148709]
19-Mar-2017 21:23:29.329 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1456961,1224945]
19-Mar-2017 21:23:29.374 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [893435,718327]
19-Mar-2017 21:23:29.417 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [2436145,2190970]
19-Mar-2017 21:23:29.459 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1385742,1182424]
19-Mar-2017 21:23:29.501 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1315235,1105309]
19-Mar-2017 21:23:29.545 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [2442273,2183591]
19-Mar-2017 21:23:29.587 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [824557,640782]
19-Mar-2017 21:23:29.631 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2591357,2281599]
19-Mar-2017 21:23:29.675 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [2282840,2036584]
19-Mar-2017 21:23:29.717 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1413893,1153167]
19-Mar-2017 21:23:29.759 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [962977,794938]
19-Mar-2017 21:23:29.803 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1379066,1172427]
19-Mar-2017 21:23:29.845 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1404662,1204081]
19-Mar-2017 21:23:29.887 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1335019,1132740]
19-Mar-2017 21:23:29.930 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [916903,742058]
19-Mar-2017 21:23:29.973 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1498003,1276454]
19-Mar-2017 21:23:30.017 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1479149,1268168]
19-Mar-2017 21:23:30.058 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [933121,757375]
19-Mar-2017 21:23:30.101 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1838211,1615734]
19-Mar-2017 21:23:30.151 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1489277,1269221]
19-Mar-2017 21:23:30.194 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [893653,717632]
19-Mar-2017 21:23:30.237 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [812894,638376]
19-Mar-2017 21:23:30.280 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [837078,652870]
19-Mar-2017 21:23:30.324 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1433678,1221451]
19-Mar-2017 21:23:30.366 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1409584,1185562]
19-Mar-2017 21:23:30.407 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [783708,612313]
19-Mar-2017 21:23:30.450 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1394315,1187493]
19-Mar-2017 21:23:30.495 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [2366790,2126536]
19-Mar-2017 21:23:30.538 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1326087,1126706]
19-Mar-2017 21:23:30.584 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1539859,1327345]
19-Mar-2017 21:23:30.631 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1411873,1170197]
19-Mar-2017 21:23:30.673 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1416018,1196697]
19-Mar-2017 21:23:30.715 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1398473,1182459]
19-Mar-2017 21:23:30.757 INFO [http-nio-8080-exec-11] servlets.FullTextSearch.doGet [1516115,1318237]
19-Mar-2017 21:23:30.801 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [1470644,1250663]
19-Mar-2017 21:23:30.842 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [827616,654897]
19-Mar-2017 21:23:30.884 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1366489,1161333]
19-Mar-2017 21:23:30.926 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [832093,658241]
19-Mar-2017 21:23:30.968 INFO [http-nio-8080-exec-19] servlets.FullTextSearch.doGet [1544140,1318254]
19-Mar-2017 21:23:31.010 INFO [http-nio-8080-exec-17] servlets.FullTextSearch.doGet [1426805,1223093]
19-Mar-2017 21:23:31.054 INFO [http-nio-8080-exec-20] servlets.FullTextSearch.doGet [1882492,1663545]
19-Mar-2017 21:23:31.099 INFO [http-nio-8080-exec-18] servlets.FullTextSearch.doGet [1445074,1229420]
19-Mar-2017 21:23:31.143 INFO [http-nio-8080-exec-14] servlets.FullTextSearch.doGet [1901852,1668680]
19-Mar-2017 21:23:31.230 INFO [http-nio-8080-exec-12] servlets.FullTextSearch.doGet [2069437,1308763]
19-Mar-2017 21:23:31.283 INFO [http-nio-8080-exec-13] servlets.FullTextSearch.doGet [1452901,1225336]
19-Mar-2017 21:23:31.326 INFO [http-nio-8080-exec-15] servlets.FullTextSearch.doGet [1478207,1265456]
19-Mar-2017 21:23:31.369 INFO [http-nio-8080-exec-16] servlets.FullTextSearch.doGet [762147,592473]
